LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
BRA,SUICIDE,TOT,100000PER,A,2005,5.6,
BRA,SUICIDE,TOT,100000PER,A,2006,5.4,
BRA,SUICIDE,TOT,100000PER,A,2007,5.5,
BRA,SUICIDE,TOT,100000PER,A,2008,5.6,
BRA,SUICIDE,TOT,100000PER,A,2009,5.6,
BRA,SUICIDE,TOT,100000PER,A,2010,5.6,
BRA,SUICIDE,TOT,100000PER,A,2011,5.7,
BRA,SUICIDE,TOT,100000PER,A,2012,5.9,
BRA,SUICIDE,TOT,100000PER,A,2013,5.9,
BRA,SUICIDE,TOT,100000PER,A,2014,5.8,
BRA,SUICIDE,TOT,100000PER,A,2015,6.1,
BRA,SUICIDE,TOT,100000PER,A,2016,6.1,
BRA,SUICIDE,TOT,100000PER,A,2017,6.5,
BRA,SUICIDE,TOT,100000PER,A,2018,6.5,
BRA,SUICIDE,TOT,100000PER,A,2019,6.7,
CHL,SUICIDE,TOT,100000PER,A,1960,11,
CHL,SUICIDE,TOT,100000PER,A,1961,10.2,
CHL,SUICIDE,TOT,100000PER,A,1962,9.1,
CHL,SUICIDE,TOT,100000PER,A,1963,5.1,
CHL,SUICIDE,TOT,100000PER,A,1964,3.9,
CHL,SUICIDE,TOT,100000PER,A,1965,2.9,
CHL,SUICIDE,TOT,100000PER,A,1966,9.5,
CHL,SUICIDE,TOT,100000PER,A,1967,3.5,
CHL,SUICIDE,TOT,100000PER,A,1968,12,B
CHL,SUICIDE,TOT,100000PER,A,1969,9.6,
CHL,SUICIDE,TOT,100000PER,A,1970,8,
CHL,SUICIDE,TOT,100000PER,A,1971,7.8,
CHL,SUICIDE,TOT,100000PER,A,1972,7.4,
CHL,SUICIDE,TOT,100000PER,A,1973,7.3,
CHL,SUICIDE,TOT,100000PER,A,1974,8.1,
CHL,SUICIDE,TOT,100000PER,A,1975,9.8,
CHL,SUICIDE,TOT,100000PER,A,1976,7.8,
CHL,SUICIDE,TOT,100000PER,A,1977,8.1,
CHL,SUICIDE,TOT,100000PER,A,1978,7.1,
CHL,SUICIDE,TOT,100000PER,A,1979,7.8,
CHL,SUICIDE,TOT,100000PER,A,1980,6.1,B
CHL,SUICIDE,TOT,100000PER,A,1981,7.4,
CHL,SUICIDE,TOT,100000PER,A,1982,7.6,
CHL,SUICIDE,TOT,100000PER,A,1984,7.8,
CHL,SUICIDE,TOT,100000PER,A,1985,7.8,
CHL,SUICIDE,TOT,100000PER,A,1986,7,
CHL,SUICIDE,TOT,100000PER,A,1987,7.1,
CHL,SUICIDE,TOT,100000PER,A,1988,7,
CHL,SUICIDE,TOT,100000PER,A,1989,7.1,
CHL,SUICIDE,TOT,100000PER,A,1990,7.2,
CHL,SUICIDE,TOT,100000PER,A,1991,7.3,
CHL,SUICIDE,TOT,100000PER,A,1992,6,
CHL,SUICIDE,TOT,100000PER,A,1993,6.9,
CHL,SUICIDE,TOT,100000PER,A,1994,7.1,
CHL,SUICIDE,TOT,100000PER,A,1995,8.1,
CHL,SUICIDE,TOT,100000PER,A,1996,7.6,
CHL,SUICIDE,TOT,100000PER,A,1997,7.4,B
CHL,SUICIDE,TOT,100000PER,A,1998,8.3,
CHL,SUICIDE,TOT,100000PER,A,1999,8.3,
CHL,SUICIDE,TOT,100000PER,A,2000,11.3,
CHL,SUICIDE,TOT,100000PER,A,2001,11.9,
CHL,SUICIDE,TOT,100000PER,A,2002,11.6,
CHL,SUICIDE,TOT,100000PER,A,2003,11.9,
CHL,SUICIDE,TOT,100000PER,A,2004,11.9,
CHL,SUICIDE,TOT,100000PER,A,2005,11.4,
CHL,SUICIDE,TOT,100000PER,A,2006,11.9,
CHL,SUICIDE,TOT,100000PER,A,2007,11.9,
CHL,SUICIDE,TOT,100000PER,A,2008,13.2,
CHL,SUICIDE,TOT,100000PER,A,2009,13.4,
CHL,SUICIDE,TOT,100000PER,A,2010,12.3,
CHL,SUICIDE,TOT,100000PER,A,2011,12.5,
CHL,SUICIDE,TOT,100000PER,A,2012,11.2,
CHL,SUICIDE,TOT,100000PER,A,2013,10.5,
CHL,SUICIDE,TOT,100000PER,A,2014,10.6,
CHL,SUICIDE,TOT,100000PER,A,2015,10.9,
CHL,SUICIDE,TOT,100000PER,A,2016,10.6,
CHL,SUICIDE,TOT,100000PER,A,2017,10.5,
CHL,SUICIDE,TOT,100000PER,A,2018,10,
EST,SUICIDE,TOT,100000PER,A,1981,40.1,
EST,SUICIDE,TOT,100000PER,A,1982,35.5,
EST,SUICIDE,TOT,100000PER,A,1985,33.6,
EST,SUICIDE,TOT,100000PER,A,1986,31,
EST,SUICIDE,TOT,100000PER,A,1987,28.1,
EST,SUICIDE,TOT,100000PER,A,1988,27.6,
EST,SUICIDE,TOT,100000PER,A,1989,28.1,
EST,SUICIDE,TOT,100000PER,A,1990,30.3,
EST,SUICIDE,TOT,100000PER,A,1991,30.2,
EST,SUICIDE,TOT,100000PER,A,1992,35.3,
EST,SUICIDE,TOT,100000PER,A,1993,41.7,
EST,SUICIDE,TOT,100000PER,A,1994,44.5,
EST,SUICIDE,TOT,100000PER,A,1995,43.7,
EST,SUICIDE,TOT,100000PER,A,1996,41.9,
EST,SUICIDE,TOT,100000PER,A,1997,39.4,B
EST,SUICIDE,TOT,100000PER,A,1998,36,
EST,SUICIDE,TOT,100000PER,A,1999,35.5,
EST,SUICIDE,TOT,100000PER,A,2000,27.5,
EST,SUICIDE,TOT,100000PER,A,2001,29.8,
EST,SUICIDE,TOT,100000PER,A,2002,27.3,
EST,SUICIDE,TOT,100000PER,A,2003,25,
EST,SUICIDE,TOT,100000PER,A,2004,24,
EST,SUICIDE,TOT,100000PER,A,2005,20.1,
EST,SUICIDE,TOT,100000PER,A,2006,17.8,
EST,SUICIDE,TOT,100000PER,A,2007,18.8,
EST,SUICIDE,TOT,100000PER,A,2008,17.7,
EST,SUICIDE,TOT,100000PER,A,2009,19.8,
EST,SUICIDE,TOT,100000PER,A,2010,16.2,
EST,SUICIDE,TOT,100000PER,A,2011,15.7,
EST,SUICIDE,TOT,100000PER,A,2012,17.2,
EST,SUICIDE,TOT,100000PER,A,2013,15.9,
EST,SUICIDE,TOT,100000PER,A,2014,17.7,
EST,SUICIDE,TOT,100000PER,A,2015,14.5,
EST,SUICIDE,TOT,100000PER,A,2016,13.3,
EST,SUICIDE,TOT,100000PER,A,2017,16.5,
EST,SUICIDE,TOT,100000PER,A,2018,14,
EST,SUICIDE,TOT,100000PER,A,2019,14.1,
EST,SUICIDE,TOT,100000PER,A,2020,15.2,
ISR,SUICIDE,TOT,100000PER,A,1975,11.8,
ISR,SUICIDE,TOT,100000PER,A,1976,11.9,
ISR,SUICIDE,TOT,100000PER,A,1977,8.9,
ISR,SUICIDE,TOT,100000PER,A,1978,8.1,
ISR,SUICIDE,TOT,100000PER,A,1979,9.6,B
ISR,SUICIDE,TOT,100000PER,A,1980,8.8,
ISR,SUICIDE,TOT,100000PER,A,1981,7.6,
ISR,SUICIDE,TOT,100000PER,A,1982,7.1,
ISR,SUICIDE,TOT,100000PER,A,1983,9,
ISR,SUICIDE,TOT,100000PER,A,1984,7.9,
ISR,SUICIDE,TOT,100000PER,A,1985,8.1,
ISR,SUICIDE,TOT,100000PER,A,1986,9.4,
ISR,SUICIDE,TOT,100000PER,A,1987,9.4,
ISR,SUICIDE,TOT,100000PER,A,1988,9.8,
ISR,SUICIDE,TOT,100000PER,A,1989,11.3,
ISR,SUICIDE,TOT,100000PER,A,1990,9.1,
ISR,SUICIDE,TOT,100000PER,A,1991,10.3,
ISR,SUICIDE,TOT,100000PER,A,1992,9.9,
ISR,SUICIDE,TOT,100000PER,A,1993,9.5,
ISR,SUICIDE,TOT,100000PER,A,1994,10.5,
ISR,SUICIDE,TOT,100000PER,A,1995,8.7,
ISR,SUICIDE,TOT,100000PER,A,1996,7,
ISR,SUICIDE,TOT,100000PER,A,1997,8.3,
ISR,SUICIDE,TOT,100000PER,A,1998,6.8,B
ISR,SUICIDE,TOT,100000PER,A,1999,7.4,
ISR,SUICIDE,TOT,100000PER,A,2000,7.5,
ISR,SUICIDE,TOT,100000PER,A,2001,7.5,
ISR,SUICIDE,TOT,100000PER,A,2002,7,
ISR,SUICIDE,TOT,100000PER,A,2003,7.8,
ISR,SUICIDE,TOT,100000PER,A,2004,7.3,
ISR,SUICIDE,TOT,100000PER,A,2005,7.5,
ISR,SUICIDE,TOT,100000PER,A,2006,6.1,
ISR,SUICIDE,TOT,100000PER,A,2007,5.5,
ISR,SUICIDE,TOT,100000PER,A,2008,5.8,
ISR,SUICIDE,TOT,100000PER,A,2009,6.3,
ISR,SUICIDE,TOT,100000PER,A,2010,7.5,
ISR,SUICIDE,TOT,100000PER,A,2011,6.4,
ISR,SUICIDE,TOT,100000PER,A,2012,6.6,
ISR,SUICIDE,TOT,100000PER,A,2013,5.6,
ISR,SUICIDE,TOT,100000PER,A,2014,5.6,
ISR,SUICIDE,TOT,100000PER,A,2015,5,
ISR,SUICIDE,TOT,100000PER,A,2016,5.6,
ISR,SUICIDE,TOT,100000PER,A,2017,5.6,
ISR,SUICIDE,TOT,100000PER,A,2018,6.2,
ISR,SUICIDE,TOT,100000PER,A,2019,5.7,
ISR,SUICIDE,TOT,100000PER,A,2020,5.7,
RUS,SUICIDE,TOT,100000PER,A,1980,37.7,
RUS,SUICIDE,TOT,100000PER,A,1981,37.4,
RUS,SUICIDE,TOT,100000PER,A,1982,37.8,
RUS,SUICIDE,TOT,100000PER,A,1985,34.4,
RUS,SUICIDE,TOT,100000PER,A,1986,26.2,
RUS,SUICIDE,TOT,100000PER,A,1987,26.5,
RUS,SUICIDE,TOT,100000PER,A,1988,27.7,
RUS,SUICIDE,TOT,100000PER,A,1989,29,
RUS,SUICIDE,TOT,100000PER,A,1990,29.6,
RUS,SUICIDE,TOT,100000PER,A,1991,29.3,
RUS,SUICIDE,TOT,100000PER,A,1992,33.8,
RUS,SUICIDE,TOT,100000PER,A,1993,41.2,
RUS,SUICIDE,TOT,100000PER,A,1994,45.3,
RUS,SUICIDE,TOT,100000PER,A,1995,44.2,
RUS,SUICIDE,TOT,100000PER,A,1996,41.7,
RUS,SUICIDE,TOT,100000PER,A,1997,39.5,
RUS,SUICIDE,TOT,100000PER,A,1998,37,
RUS,SUICIDE,TOT,100000PER,A,1999,40.7,B
RUS,SUICIDE,TOT,100000PER,A,2000,40.2,
RUS,SUICIDE,TOT,100000PER,A,2001,40.2,
RUS,SUICIDE,TOT,100000PER,A,2002,38.7,
RUS,SUICIDE,TOT,100000PER,A,2003,36.2,
RUS,SUICIDE,TOT,100000PER,A,2004,34.3,
RUS,SUICIDE,TOT,100000PER,A,2005,31.8,
RUS,SUICIDE,TOT,100000PER,A,2006,29.7,
RUS,SUICIDE,TOT,100000PER,A,2007,28.4,
RUS,SUICIDE,TOT,100000PER,A,2008,26.5,
RUS,SUICIDE,TOT,100000PER,A,2009,25.7,
RUS,SUICIDE,TOT,100000PER,A,2010,22.8,
RUS,SUICIDE,TOT,100000PER,A,2011,21.3,
RUS,SUICIDE,TOT,100000PER,A,2012,20.3,
RUS,SUICIDE,TOT,100000PER,A,2013,19.6,
RUS,SUICIDE,TOT,100000PER,A,2014,18.3,
RUS,SUICIDE,TOT,100000PER,A,2015,17.1,
RUS,SUICIDE,TOT,100000PER,A,2019,11.7,
SVN,SUICIDE,TOT,100000PER,A,1985,36.7,
SVN,SUICIDE,TOT,100000PER,A,1986,33.8,
SVN,SUICIDE,TOT,100000PER,A,1987,35.2,
SVN,SUICIDE,TOT,100000PER,A,1988,35.7,
SVN,SUICIDE,TOT,100000PER,A,1989,38,
SVN,SUICIDE,TOT,100000PER,A,1990,31,
SVN,SUICIDE,TOT,100000PER,A,1991,35.5,
SVN,SUICIDE,TOT,100000PER,A,1992,32.1,
SVN,SUICIDE,TOT,100000PER,A,1993,33.1,
SVN,SUICIDE,TOT,100000PER,A,1994,33,
SVN,SUICIDE,TOT,100000PER,A,1995,29.9,
SVN,SUICIDE,TOT,100000PER,A,1996,32.2,
SVN,SUICIDE,TOT,100000PER,A,1997,30.8,B
SVN,SUICIDE,TOT,100000PER,A,1998,31.7,
SVN,SUICIDE,TOT,100000PER,A,1999,30.7,
SVN,SUICIDE,TOT,100000PER,A,2000,30.4,
SVN,SUICIDE,TOT,100000PER,A,2001,29.6,
SVN,SUICIDE,TOT,100000PER,A,2002,27,
SVN,SUICIDE,TOT,100000PER,A,2003,28,
SVN,SUICIDE,TOT,100000PER,A,2004,24.8,
SVN,SUICIDE,TOT,100000PER,A,2005,24.4,
SVN,SUICIDE,TOT,100000PER,A,2006,25.6,
SVN,SUICIDE,TOT,100000PER,A,2007,20.7,
SVN,SUICIDE,TOT,100000PER,A,2008,19.2,
SVN,SUICIDE,TOT,100000PER,A,2009,20.8,
SVN,SUICIDE,TOT,100000PER,A,2010,19.2,
SVN,SUICIDE,TOT,100000PER,A,2011,20.1,
SVN,SUICIDE,TOT,100000PER,A,2012,20.1,
SVN,SUICIDE,TOT,100000PER,A,2013,20.3,
SVN,SUICIDE,TOT,100000PER,A,2014,17.5,
SVN,SUICIDE,TOT,100000PER,A,2015,18.9,
SVN,SUICIDE,TOT,100000PER,A,2016,16.8,
SVN,SUICIDE,TOT,100000PER,A,2017,18.1,
SVN,SUICIDE,TOT,100000PER,A,2018,15.7,
SVN,SUICIDE,TOT,100000PER,A,2019,17.2,
SVN,SUICIDE,TOT,100000PER,A,2020,15.7,
ZAF,SUICIDE,TOT,100000PER,A,1996,0.6,B
ZAF,SUICIDE,TOT,100000PER,A,1997,0.4,
ZAF,SUICIDE,TOT,100000PER,A,1998,0.7,
ZAF,SUICIDE,TOT,100000PER,A,1999,0.9,
ZAF,SUICIDE,TOT,100000PER,A,2000,0.7,
ZAF,SUICIDE,TOT,100000PER,A,2001,0.9,
ZAF,SUICIDE,TOT,100000PER,A,2002,0.6,
ZAF,SUICIDE,TOT,100000PER,A,2003,0.7,
ZAF,SUICIDE,TOT,100000PER,A,2004,1.1,
ZAF,SUICIDE,TOT,100000PER,A,2005,1.2,
ZAF,SUICIDE,TOT,100000PER,A,2006,1.3,
ZAF,SUICIDE,TOT,100000PER,A,2007,1,
ZAF,SUICIDE,TOT,100000PER,A,2008,1.1,
ZAF,SUICIDE,TOT,100000PER,A,2009,0.8,
ZAF,SUICIDE,TOT,100000PER,A,2010,1,
ZAF,SUICIDE,TOT,100000PER,A,2011,0.8,
ZAF,SUICIDE,TOT,100000PER,A,2012,1.1,
ZAF,SUICIDE,TOT,100000PER,A,2013,1.3,
ZAF,SUICIDE,TOT,100000PER,A,2014,1.2,
ZAF,SUICIDE,TOT,100000PER,A,2015,1,
ZAF,SUICIDE,TOT,100000PER,A,2016,0.8,
ZAF,SUICIDE,TOT,100000PER,A,2017,0.7,
ZAF,SUICIDE,TOT,100000PER,A,2018,0.6,
TUR,SUICIDE,TOT,100000PER,A,2009,2.1,D
TUR,SUICIDE,TOT,100000PER,A,2010,2.4,D
TUR,SUICIDE,TOT,100000PER,A,2011,1.8,D
TUR,SUICIDE,TOT,100000PER,A,2012,2.2,D
TUR,SUICIDE,TOT,100000PER,A,2013,2.7,D
TUR,SUICIDE,TOT,100000PER,A,2014,2.3,D
TUR,SUICIDE,TOT,100000PER,A,2015,2.2,D
TUR,SUICIDE,TOT,100000PER,A,2016,2.6,D
TUR,SUICIDE,TOT,100000PER,A,2019,4.4,D
COL,SUICIDE,TOT,100000PER,A,1960,4.1,
COL,SUICIDE,TOT,100000PER,A,1961,5.4,
COL,SUICIDE,TOT,100000PER,A,1962,6.3,
COL,SUICIDE,TOT,100000PER,A,1963,6,
COL,SUICIDE,TOT,100000PER,A,1964,6.3,
COL,SUICIDE,TOT,100000PER,A,1965,9.3,
COL,SUICIDE,TOT,100000PER,A,1966,7.6,
COL,SUICIDE,TOT,100000PER,A,1967,8.8,
COL,SUICIDE,TOT,100000PER,A,1968,5.6,B
COL,SUICIDE,TOT,100000PER,A,1969,4.6,
COL,SUICIDE,TOT,100000PER,A,1972,5,
COL,SUICIDE,TOT,100000PER,A,1974,5.1,
COL,SUICIDE,TOT,100000PER,A,1975,5.1,
COL,SUICIDE,TOT,100000PER,A,1976,4.9,
COL,SUICIDE,TOT,100000PER,A,1977,4.2,
COL,SUICIDE,TOT,100000PER,A,1984,5.3,B
COL,SUICIDE,TOT,100000PER,A,1985,5,
COL,SUICIDE,TOT,100000PER,A,1986,4.7,
COL,SUICIDE,TOT,100000PER,A,1990,3.6,
COL,SUICIDE,TOT,100000PER,A,1991,3.7,
COL,SUICIDE,TOT,100000PER,A,1992,4.1,
COL,SUICIDE,TOT,100000PER,A,1993,4.2,
COL,SUICIDE,TOT,100000PER,A,1994,4.5,
COL,SUICIDE,TOT,100000PER,A,1995,4.2,
COL,SUICIDE,TOT,100000PER,A,1996,4.3,
COL,SUICIDE,TOT,100000PER,A,1997,4.1,B
COL,SUICIDE,TOT,100000PER,A,1998,6.9,
COL,SUICIDE,TOT,100000PER,A,1999,6.5,
COL,SUICIDE,TOT,100000PER,A,2000,6.8,
COL,SUICIDE,TOT,100000PER,A,2001,6.8,
COL,SUICIDE,TOT,100000PER,A,2002,6.3,
COL,SUICIDE,TOT,100000PER,A,2003,6.1,
COL,SUICIDE,TOT,100000PER,A,2004,6.3,
COL,SUICIDE,TOT,100000PER,A,2005,5.8,
COL,SUICIDE,TOT,100000PER,A,2006,5.7,
COL,SUICIDE,TOT,100000PER,A,2007,5.5,
COL,SUICIDE,TOT,100000PER,A,2008,5.5,
COL,SUICIDE,TOT,100000PER,A,2009,5.5,
COL,SUICIDE,TOT,100000PER,A,2010,5,
COL,SUICIDE,TOT,100000PER,A,2011,4.8,
COL,SUICIDE,TOT,100000PER,A,2012,4.9,
COL,SUICIDE,TOT,100000PER,A,2013,4.7,
COL,SUICIDE,TOT,100000PER,A,2014,4.9,
COL,SUICIDE,TOT,100000PER,A,2015,5.3,
COL,SUICIDE,TOT,100000PER,A,2016,5.4,
COL,SUICIDE,TOT,100000PER,A,2017,5.7,
COL,SUICIDE,TOT,100000PER,A,2018,6,
COL,SUICIDE,TOT,100000PER,A,2019,5.9,
LVA,SUICIDE,TOT,100000PER,A,1980,35.2,
LVA,SUICIDE,TOT,100000PER,A,1981,35.8,
LVA,SUICIDE,TOT,100000PER,A,1982,37.5,
LVA,SUICIDE,TOT,100000PER,A,1983,36,
LVA,SUICIDE,TOT,100000PER,A,1984,37,
LVA,SUICIDE,TOT,100000PER,A,1985,31.9,
LVA,SUICIDE,TOT,100000PER,A,1986,27.4,
LVA,SUICIDE,TOT,100000PER,A,1987,25.9,
LVA,SUICIDE,TOT,100000PER,A,1988,25.2,
LVA,SUICIDE,TOT,100000PER,A,1989,28.5,
LVA,SUICIDE,TOT,100000PER,A,1990,28.4,
LVA,SUICIDE,TOT,100000PER,A,1991,30.7,
LVA,SUICIDE,TOT,100000PER,A,1992,37.6,
LVA,SUICIDE,TOT,100000PER,A,1993,45.2,
LVA,SUICIDE,TOT,100000PER,A,1994,42.9,
LVA,SUICIDE,TOT,100000PER,A,1995,43.1,
LVA,SUICIDE,TOT,100000PER,A,1996,38.9,
LVA,SUICIDE,TOT,100000PER,A,1997,37.6,
LVA,SUICIDE,TOT,100000PER,A,1998,35.6,
LVA,SUICIDE,TOT,100000PER,A,1999,32.7,
LVA,SUICIDE,TOT,100000PER,A,2000,33.8,
LVA,SUICIDE,TOT,100000PER,A,2001,30.9,
LVA,SUICIDE,TOT,100000PER,A,2002,29.7,
LVA,SUICIDE,TOT,100000PER,A,2003,26.7,
LVA,SUICIDE,TOT,100000PER,A,2004,24.8,
LVA,SUICIDE,TOT,100000PER,A,2005,25.1,
LVA,SUICIDE,TOT,100000PER,A,2006,21.6,
LVA,SUICIDE,TOT,100000PER,A,2007,20.4,
LVA,SUICIDE,TOT,100000PER,A,2008,23.7,
LVA,SUICIDE,TOT,100000PER,A,2009,23.6,
LVA,SUICIDE,TOT,100000PER,A,2010,20.1,
LVA,SUICIDE,TOT,100000PER,A,2011,20.5,
LVA,SUICIDE,TOT,100000PER,A,2012,20.9,
LVA,SUICIDE,TOT,100000PER,A,2013,18.2,
LVA,SUICIDE,TOT,100000PER,A,2014,18.4,
LVA,SUICIDE,TOT,100000PER,A,2015,18.6,
LVA,SUICIDE,TOT,100000PER,A,2016,17.7,
LVA,SUICIDE,TOT,100000PER,A,2017,17.3,
LVA,SUICIDE,TOT,100000PER,A,2018,14.7,
LVA,SUICIDE,TOT,100000PER,A,2019,14.4,
LVA,SUICIDE,TOT,100000PER,A,2020,14.9,
LTU,SUICIDE,TOT,100000PER,A,1981,37.4,
LTU,SUICIDE,TOT,100000PER,A,1982,37.8,
LTU,SUICIDE,TOT,100000PER,A,1985,37.8,
LTU,SUICIDE,TOT,100000PER,A,1986,28.6,
LTU,SUICIDE,TOT,100000PER,A,1987,32.8,
LTU,SUICIDE,TOT,100000PER,A,1988,29.7,
LTU,SUICIDE,TOT,100000PER,A,1989,30.1,
LTU,SUICIDE,TOT,100000PER,A,1990,29.3,
LTU,SUICIDE,TOT,100000PER,A,1991,33.9,
LTU,SUICIDE,TOT,100000PER,A,1992,38.9,
LTU,SUICIDE,TOT,100000PER,A,1993,47,
LTU,SUICIDE,TOT,100000PER,A,1994,50.8,
LTU,SUICIDE,TOT,100000PER,A,1995,51.1,
LTU,SUICIDE,TOT,100000PER,A,1996,52,
LTU,SUICIDE,TOT,100000PER,A,1997,48.8,
LTU,SUICIDE,TOT,100000PER,A,1998,47.3,
LTU,SUICIDE,TOT,100000PER,A,1999,46.8,
LTU,SUICIDE,TOT,100000PER,A,2000,49.3,
LTU,SUICIDE,TOT,100000PER,A,2001,46.7,
LTU,SUICIDE,TOT,100000PER,A,2002,46.8,
LTU,SUICIDE,TOT,100000PER,A,2003,43.8,
LTU,SUICIDE,TOT,100000PER,A,2004,41.9,
LTU,SUICIDE,TOT,100000PER,A,2005,40.3,
LTU,SUICIDE,TOT,100000PER,A,2006,32,
LTU,SUICIDE,TOT,100000PER,A,2007,31.6,
LTU,SUICIDE,TOT,100000PER,A,2008,34.3,
LTU,SUICIDE,TOT,100000PER,A,2009,35.1,
LTU,SUICIDE,TOT,100000PER,A,2010,32.2,
LTU,SUICIDE,TOT,100000PER,A,2011,32.9,
LTU,SUICIDE,TOT,100000PER,A,2012,30.1,
LTU,SUICIDE,TOT,100000PER,A,2013,35.4,
LTU,SUICIDE,TOT,100000PER,A,2014,30.4,
LTU,SUICIDE,TOT,100000PER,A,2015,29.6,
LTU,SUICIDE,TOT,100000PER,A,2016,27.3,
LTU,SUICIDE,TOT,100000PER,A,2017,25,
LTU,SUICIDE,TOT,100000PER,A,2018,22.9,
LTU,SUICIDE,TOT,100000PER,A,2019,22.2,
LTU,SUICIDE,TOT,100000PER,A,2020,20.3,
CRI,SUICIDE,TOT,100000PER,A,1961,5.4,
CRI,SUICIDE,TOT,100000PER,A,1962,4.4,
CRI,SUICIDE,TOT,100000PER,A,1963,6.4,
CRI,SUICIDE,TOT,100000PER,A,1964,5.7,
CRI,SUICIDE,TOT,100000PER,A,1965,3.9,
CRI,SUICIDE,TOT,100000PER,A,1966,5.5,
CRI,SUICIDE,TOT,100000PER,A,1967,6.2,
CRI,SUICIDE,TOT,100000PER,A,1968,4.4,B
CRI,SUICIDE,TOT,100000PER,A,1969,4.7,
CRI,SUICIDE,TOT,100000PER,A,1970,4.2,
CRI,SUICIDE,TOT,100000PER,A,1971,5.6,
CRI,SUICIDE,TOT,100000PER,A,1972,4.9,
CRI,SUICIDE,TOT,100000PER,A,1973,5.1,
CRI,SUICIDE,TOT,100000PER,A,1974,5.3,
CRI,SUICIDE,TOT,100000PER,A,1975,6.2,
CRI,SUICIDE,TOT,100000PER,A,1976,8.9,
CRI,SUICIDE,TOT,100000PER,A,1977,6.1,
CRI,SUICIDE,TOT,100000PER,A,1978,5.4,
CRI,SUICIDE,TOT,100000PER,A,1979,5.4,
CRI,SUICIDE,TOT,100000PER,A,1980,7.5,B
CRI,SUICIDE,TOT,100000PER,A,1981,5.3,
CRI,SUICIDE,TOT,100000PER,A,1982,5.9,
CRI,SUICIDE,TOT,100000PER,A,1983,7.3,
CRI,SUICIDE,TOT,100000PER,A,1985,6.6,
CRI,SUICIDE,TOT,100000PER,A,1986,7.5,
CRI,SUICIDE,TOT,100000PER,A,1987,6.2,
CRI,SUICIDE,TOT,100000PER,A,1988,8.8,
CRI,SUICIDE,TOT,100000PER,A,1989,8,
CRI,SUICIDE,TOT,100000PER,A,1990,7.6,
CRI,SUICIDE,TOT,100000PER,A,1991,6.6,
CRI,SUICIDE,TOT,100000PER,A,1992,7.1,
CRI,SUICIDE,TOT,100000PER,A,1993,7.5,
CRI,SUICIDE,TOT,100000PER,A,1994,6.9,
CRI,SUICIDE,TOT,100000PER,A,1995,7.4,
CRI,SUICIDE,TOT,100000PER,A,1996,7,
CRI,SUICIDE,TOT,100000PER,A,1997,6.3,B
CRI,SUICIDE,TOT,100000PER,A,1998,7.1,
CRI,SUICIDE,TOT,100000PER,A,1999,7.1,
CRI,SUICIDE,TOT,100000PER,A,2000,7.5,
CRI,SUICIDE,TOT,100000PER,A,2001,6.7,
CRI,SUICIDE,TOT,100000PER,A,2002,8.2,
CRI,SUICIDE,TOT,100000PER,A,2003,9,
CRI,SUICIDE,TOT,100000PER,A,2004,8.9,
CRI,SUICIDE,TOT,100000PER,A,2005,7.3,
CRI,SUICIDE,TOT,100000PER,A,2006,8.7,
CRI,SUICIDE,TOT,100000PER,A,2007,6.4,
CRI,SUICIDE,TOT,100000PER,A,2008,6.4,
CRI,SUICIDE,TOT,100000PER,A,2009,6.6,
CRI,SUICIDE,TOT,100000PER,A,2010,7.2,
CRI,SUICIDE,TOT,100000PER,A,2011,7.2,
CRI,SUICIDE,TOT,100000PER,A,2012,6.8,
CRI,SUICIDE,TOT,100000PER,A,2013,7.1,
CRI,SUICIDE,TOT,100000PER,A,2014,5.9,
CRI,SUICIDE,TOT,100000PER,A,2015,6.7,
CRI,SUICIDE,TOT,100000PER,A,2016,7,
CRI,SUICIDE,TOT,100000PER,A,2017,5.7,
CRI,SUICIDE,TOT,100000PER,A,2018,7.9,
CRI,SUICIDE,TOT,100000PER,A,2019,7.8,
CRI,SUICIDE,TOT,100000PER,A,2020,7,
ARG,SUICIDE,TOT,100000PER,A,1966,10.5,
ARG,SUICIDE,TOT,100000PER,A,1967,12.5,
ARG,SUICIDE,TOT,100000PER,A,1968,14.1,
ARG,SUICIDE,TOT,100000PER,A,1969,13.9,B
ARG,SUICIDE,TOT,100000PER,A,1970,13.3,
ARG,SUICIDE,TOT,100000PER,A,1977,9.9,
ARG,SUICIDE,TOT,100000PER,A,1978,10.4,
ARG,SUICIDE,TOT,100000PER,A,1979,9.3,B
ARG,SUICIDE,TOT,100000PER,A,1982,9.9,
ARG,SUICIDE,TOT,100000PER,A,1983,9.1,
ARG,SUICIDE,TOT,100000PER,A,1984,9,
ARG,SUICIDE,TOT,100000PER,A,1985,9.7,
ARG,SUICIDE,TOT,100000PER,A,1986,10.8,
ARG,SUICIDE,TOT,100000PER,A,1987,10.7,
ARG,SUICIDE,TOT,100000PER,A,1988,10.4,
ARG,SUICIDE,TOT,100000PER,A,1989,9.9,
ARG,SUICIDE,TOT,100000PER,A,1990,9.3,
ARG,SUICIDE,TOT,100000PER,A,1991,8.2,
ARG,SUICIDE,TOT,100000PER,A,1992,9,
ARG,SUICIDE,TOT,100000PER,A,1993,9.3,
ARG,SUICIDE,TOT,100000PER,A,1994,8.7,
ARG,SUICIDE,TOT,100000PER,A,1995,8.4,
ARG,SUICIDE,TOT,100000PER,A,1996,8.4,
