Country,Year,SuicideRate,GDP_USD,GDPGrowthAnnualPercent,RegionMetDataGDP,IncomeGroupFromGDP,SpecialNotesFromGDP
France,2010,16.3,2.65E+12,1.949437623,Europe & Central Asia,High income,"The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
France,2011,16.2,2.87E+12,2.192700633,Europe & Central Asia,High income,"The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
France,2012,15.1,2.68E+12,0.313134751,Europe & Central Asia,High income,"The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
France,2013,14.8,2.81E+12,0.576326675,Europe & Central Asia,High income,"The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
France,2014,13.5,2.86E+12,0.956183052,Europe & Central Asia,High income,"The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
France,2015,13.6,2.44E+12,1.112912341,Europe & Central Asia,High income,"The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
France,2016,12.7,2.47E+12,1.095464404,Europe & Central Asia,High income,"The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
France,2017,12.3,2.6E+12,2.291419994,Europe & Central Asia,High income,"The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,1995,15.8,2.59E+12,1.544146496,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,1996,14.9,2.5E+12,0.805822891,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,1997,14.8,2.21E+12,1.792160821,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,1998,14.1,2.24E+12,2.013932785,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,1999,13.4,2.19E+12,1.887261154,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2000,13.2,1.95E+12,2.912502964,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2001,13.2,1.95E+12,1.681468481,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2002,13.1,2.08E+12,-0.197973835,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2003,13,2.5E+12,-0.700116686,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2004,12.4,2.81E+12,1.175088132,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2005,11.8,2.85E+12,0.731707164,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2006,11.1,2.99E+12,3.816441913,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2007,10.6,3.43E+12,2.976455131,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2008,10.6,3.75E+12,0.959879134,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2009,10.7,3.41E+12,-5.693836336,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2010,11.2,3.4E+12,4.179882499,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2011,11.2,3.75E+12,3.925192705,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2012,10.8,3.53E+12,0.418497594,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2013,11.2,3.73E+12,0.437591303,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2014,11.2,3.89E+12,2.209543431,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2015,10.9,3.36E+12,1.491931528,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2016,10.6,3.47E+12,2.229999868,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Germany,2017,9.9,3.69E+12,2.680231114,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,1995,3.6,1.37E+11,2.099719737,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,1996,3.4,1.46E+11,2.862128802,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,1997,3.5,1.43E+11,4.48419902,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,1998,3.8,1.44E+11,3.894905028,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,1999,3.5,1.43E+11,3.072596691,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2000,3.5,1.3E+11,3.919770717,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2001,3,1.36E+11,4.131612253,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2002,2.9,1.55E+11,3.922871653,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2003,3.3,2.02E+11,5.794531473,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2004,3.1,2.41E+11,5.060992204,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2005,3.5,2.48E+11,0.599142189,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2006,3.4,2.74E+11,5.652433622,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2007,2.8,3.19E+11,3.273746904,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2008,3.1,3.56E+11,-0.335172342,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2009,3.3,3.31E+11,-4.300733673,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2010,3.2,2.97E+11,-5.478217742,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2011,4,2.83E+11,-10.14931483,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2012,4.3,2.42E+11,-7.086696786,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2013,4.6,2.39E+11,-2.515997222,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2014,4.9,2.35E+11,0.475695947,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2015,4.6,1.96E+11,-0.19608763,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2016,4.1,1.93E+11,-0.487173294,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Greece,2017,4.5,2E+11,1.09214912,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Croatia,1995,35.4,22643720763,,Europe & Central Asia,High income,
Croatia,1996,42.7,24004834104,6.253187918,Europe & Central Asia,High income,
Croatia,1997,39.2,24029651137,6.173188911,Europe & Central Asia,High income,
Croatia,1998,43.5,25732125032,2.325148562,Europe & Central Asia,High income,
Croatia,1999,40.7,23628947415,-0.746153536,Europe & Central Asia,High income,
Croatia,2000,41.3,21807856145,2.864066947,Europe & Central Asia,High income,
Croatia,2001,33.1,23259567778,3.074727625,Europe & Central Asia,High income,
Croatia,2002,34.4,27085262279,5.763535148,Europe & Central Asia,High income,
Croatia,2003,34.3,35022903387,5.563735935,Europe & Central Asia,High income,
Croatia,2004,34,42013459302,4.154144175,Europe & Central Asia,High income,
Croatia,2005,32.4,45835098188,4.262862934,Europe & Central Asia,High income,
Croatia,2006,28.5,50915016294,4.886938071,Europe & Central Asia,High income,
Croatia,2007,28.9,60641942979,5.00111243,Europe & Central Asia,High income,
Croatia,2008,31.1,70943300079,2.001864021,Europe & Central Asia,High income,
Croatia,2009,30.6,63324394634,-7.193444759,Europe & Central Asia,High income,
Croatia,2010,28.7,60672093865,-1.223779482,Europe & Central Asia,High income,
Croatia,2011,25.4,63408294943,-0.086613779,Europe & Central Asia,High income,
Croatia,2012,29.3,57369359295,-2.331661645,Europe & Central Asia,High income,
Croatia,2013,26.5,59032066092,-0.397827665,Europe & Central Asia,High income,
Croatia,2014,26.3,58423981441,-0.429360586,Europe & Central Asia,High income,
Croatia,2015,26.8,50242783066,2.522292277,Europe & Central Asia,High income,
Croatia,2016,25.5,52397494687,3.559359482,Europe & Central Asia,High income,
Croatia,2017,23.4,56323836170,3.412467822,Europe & Central Asia,High income,
Hungary,1995,35,46425677734,1.489525476,Europe & Central Asia,High income,
Hungary,1996,35.5,46658755152,0.082413298,Europe & Central Asia,High income,
Hungary,1997,33.4,47296952929,3.143122194,Europe & Central Asia,High income,
Hungary,1998,33.1,48706787306,3.900004501,Europe & Central Asia,High income,
Hungary,1999,35,49073380174,3.071026866,Europe & Central Asia,High income,
Hungary,2000,34.1,47218405892,4.479194732,Europe & Central Asia,High income,
Hungary,2001,30.1,53749989092,4.074088033,Europe & Central Asia,High income,
Hungary,2002,28.6,67608919144,4.741286546,Europe & Central Asia,High income,
Hungary,2003,28.1,85285062818,4.074249746,Europe & Central Asia,High income,
Hungary,2004,27.3,1.04E+11,5.004620692,Europe & Central Asia,High income,
Hungary,2005,26.1,1.13E+11,4.29427761,Europe & Central Asia,High income,
Hungary,2006,24.3,1.16E+11,3.94606688,Europe & Central Asia,High income,
Hungary,2007,24.2,1.4E+11,0.277372772,Europe & Central Asia,High income,
Hungary,2008,24.3,1.58E+11,1.003943029,Europe & Central Asia,High income,
Hungary,2009,24.1,1.31E+11,-6.597867219,Europe & Central Asia,High income,
Hungary,2010,24.3,1.32E+11,1.076254043,Europe & Central Asia,High income,
Hungary,2011,23.6,1.42E+11,1.866837475,Europe & Central Asia,High income,
Hungary,2012,22.8,1.29E+11,-1.250226023,Europe & Central Asia,High income,
Hungary,2013,20.2,1.36E+11,1.802522101,Europe & Central Asia,High income,
Hungary,2014,18.5,1.41E+11,4.232209806,Europe & Central Asia,High income,
Hungary,2015,18,1.25E+11,3.707315979,Europe & Central Asia,High income,
Hungary,2016,16.9,1.29E+11,2.201001893,Europe & Central Asia,High income,
Hungary,2017,15.7,1.43E+11,4.271976016,Europe & Central Asia,High income,
Iceland,1995,11,7123633418,,Europe & Central Asia,High income,
Iceland,1996,13.5,7426082271,4.567123587,Europe & Central Asia,High income,
Iceland,1997,14,7569672925,5.771612425,Europe & Central Asia,High income,
Iceland,1998,11.5,8503693099,7.362800953,Europe & Central Asia,High income,
Iceland,1999,11.3,8982047589,4.034923527,Europe & Central Asia,High income,
Iceland,2000,18.1,9025660362,4.98504277,Europe & Central Asia,High income,
Iceland,2001,12.8,8234846805,4.013497555,Europe & Central Asia,High income,
Iceland,2002,10.4,9318395055,0.559519082,Europe & Central Asia,High income,
Iceland,2003,9.9,11429333038,2.142688379,Europe & Central Asia,High income,
Iceland,2004,12.6,13825302536,7.802399508,Europe & Central Asia,High income,
Iceland,2005,11.6,16852963067,6.124438965,Europe & Central Asia,High income,
Iceland,2006,10.9,17465318552,6.316993086,Europe & Central Asia,High income,
Iceland,2007,12,21652505597,8.454860096,Europe & Central Asia,High income,
Iceland,2008,12.8,18074622987,2.209496419,Europe & Central Asia,High income,
Iceland,2009,12,13154414219,-7.66380956,Europe & Central Asia,High income,
Iceland,2010,15,13751161918,-2.832774915,Europe & Central Asia,High income,
Iceland,2011,8.9,15221622926,1.845779156,Europe & Central Asia,High income,
Iceland,2012,11.9,14751508134,1.063636607,Europe & Central Asia,High income,
Iceland,2013,16.3,16125060515,4.55246032,Europe & Central Asia,High income,
Iceland,2014,14.1,17867662178,1.687215018,Europe & Central Asia,High income,
Iceland,2015,12.4,17517210519,4.436663719,Europe & Central Asia,High income,
Iceland,2016,12.2,20793168031,6.303687107,Europe & Central Asia,High income,
Iceland,2017,9.8,24728285177,4.194948829,Europe & Central Asia,High income,
Ireland,1995,11.9,69139823232,9.634422073,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,1996,11.6,75790786290,7.379624335,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,1997,13.1,82856648758,11.02176499,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,1998,13.7,90199410116,8.76612231,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,1999,11.7,98893958263,10.52988626,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2000,12.3,1E+11,9.403524642,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2001,12.9,1.09E+11,5.305820912,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2002,11.4,1.29E+11,5.899365761,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2003,11.5,1.65E+11,3.013838079,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2004,11.6,1.94E+11,6.788140204,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2005,10.9,2.12E+11,5.739782169,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2006,10.7,2.32E+11,4.987853473,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2007,10.5,2.7E+11,5.310118147,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2008,11.5,2.75E+11,-4.484070492,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2009,11.8,2.36E+11,-5.095782755,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2010,10.8,2.22E+11,1.682971538,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2011,12.2,2.39E+11,0.833830149,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2012,12.2,2.26E+11,-0.005542011,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2013,11.1,2.38E+11,1.125689646,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2014,10.8,2.59E+11,8.649350608,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,2015,9.5,2.92E+11,24.37044535,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
